Date,Location,Latitude,Longitude,Pathogen,Concentration_copies_per_mL,Population_Served,Outbreak_Period
2023-07-01,Central WWTP,24.71,46.67,SARS-CoV-2,2764.39,500000,False
2023-07-01,Central WWTP,24.71,46.67,Influenza A,2821.64,500000,False
2023-07-01,Central WWTP,24.71,46.67,Influenza B,2056.97,500000,False
2023-07-01,Central WWTP,24.71,46.67,Norovirus,1731.9,500000,False
2023-07-01,Central WWTP,24.71,46.67,Rotavirus,1458.33,500000,False
2023-07-02,Central WWTP,24.71,46.67,SARS-CoV-2,2966.58,500000,False
2023-07-02,Central WWTP,24.71,46.67,Influenza A,2336.45,500000,False
2023-07-02,Central WWTP,24.71,46.67,Influenza B,2431.24,500000,False
2023-07-02,Central WWTP,24.71,46.67,Norovirus,1839.38,500000,False
2023-07-02,Central WWTP,24.71,46.67,Rotavirus,1309.99,500000,False
2023-07-03,Central WWTP,24.71,46.67,SARS-CoV-2,2114.48,500000,False
2023-07-03,Central WWTP,24.71,46.67,Influenza A,2209.91,500000,False
2023-07-03,Central WWTP,24.71,46.67,Influenza B,2242.27,500000,False
2023-07-03,Central WWTP,24.71,46.67,Norovirus,1834.79,500000,False
2023-07-03,Central WWTP,24.71,46.67,Rotavirus,1346.66,500000,False
2023-07-04,Central WWTP,24.71,46.67,SARS-CoV-2,2314.36,500000,False
2023-07-04,Central WWTP,24.71,46.67,Influenza A,2156.1,500000,False
2023-07-04,Central WWTP,24.71,46.67,Influenza B,2019.13,500000,False
2023-07-04,Central WWTP,24.71,46.67,Norovirus,1591.76,500000,False
2023-07-04,Central WWTP,24.71,46.67,Rotavirus,1333.04,500000,False
2023-07-05,Central WWTP,24.71,46.67,SARS-CoV-2,2380.6,500000,False
2023-07-05,Central WWTP,24.71,46.67,Influenza A,2191.7,500000,False
2023-07-05,Central WWTP,24.71,46.67,Influenza B,2833.33,500000,False
2023-07-05,Central WWTP,24.71,46.67,Norovirus,1893.48,500000,False
2023-07-05,Central WWTP,24.71,46.67,Rotavirus,983.81,500000,False
2023-07-06,Central WWTP,24.71,46.67,SARS-CoV-2,2757.33,500000,False
2023-07-06,Central WWTP,24.71,46.67,Influenza A,2465.07,500000,False
2023-07-06,Central WWTP,24.71,46.67,Influenza B,2180.7,500000,False
2023-07-06,Central WWTP,24.71,46.67,Norovirus,1724.14,500000,False
2023-07-06,Central WWTP,24.71,46.67,Rotavirus,1354.02,500000,False
2023-07-07,Central WWTP,24.71,46.67,SARS-CoV-2,2305.81,500000,False
2023-07-07,Central WWTP,24.71,46.67,Influenza A,2142.21,500000,False
2023-07-07,Central WWTP,24.71,46.67,Influenza B,1799.94,500000,False
2023-07-07,Central WWTP,24.71,46.67,Norovirus,1558.34,500000,False
2023-07-07,Central WWTP,24.71,46.67,Rotavirus,1136.96,500000,False
2023-07-08,Central WWTP,24.71,46.67,SARS-CoV-2,2642.9,500000,False
2023-07-08,Central WWTP,24.71,46.67,Influenza A,2683.4,500000,False
2023-07-08,Central WWTP,24.71,46.67,Influenza B,2355.9,500000,False
2023-07-08,Central WWTP,24.71,46.67,Norovirus,1670.9,500000,False
2023-07-08,Central WWTP,24.71,46.67,Rotavirus,1018.16,500000,False
2023-07-09,Central WWTP,24.71,46.67,SARS-CoV-2,2625.4,500000,False
2023-07-09,Central WWTP,24.71,46.67,Influenza A,2186.82,500000,False
2023-07-09,Central WWTP,24.71,46.67,Influenza B,2069.9,500000,False
2023-07-09,Central WWTP,24.71,46.67,Norovirus,1648.25,500000,False
2023-07-09,Central WWTP,24.71,46.67,Rotavirus,964.06,500000,False
2023-07-10,Central WWTP,24.71,46.67,SARS-CoV-2,1989.47,500000,False
2023-07-10,Central WWTP,24.71,46.67,Influenza A,2809.11,500000,False
2023-07-10,Central WWTP,24.71,46.67,Influenza B,1357.13,500000,True
2023-07-10,Central WWTP,24.71,46.67,Norovirus,1106.81,500000,True
2023-07-10,Central WWTP,24.71,46.67,Rotavirus,1423.88,500000,False
2023-07-11,Central WWTP,24.71,46.67,SARS-CoV-2,2269.45,500000,False
2023-07-11,Central WWTP,24.71,46.67,Influenza A,2392.28,500000,False
2023-07-11,Central WWTP,24.71,46.67,Influenza B,1596.69,500000,True
2023-07-11,Central WWTP,24.71,46.67,Norovirus,1264.8,500000,True
2023-07-11,Central WWTP,24.71,46.67,Rotavirus,1303.0,500000,False
2023-07-12,Central WWTP,24.71,46.67,SARS-CoV-2,2661.98,500000,False
2023-07-12,Central WWTP,24.71,46.67,Influenza A,1994.18,500000,False
2023-07-12,Central WWTP,24.71,46.67,Influenza B,1950.26,500000,True
2023-07-12,Central WWTP,24.71,46.67,Norovirus,1500.47,500000,True
2023-07-12,Central WWTP,24.71,46.67,Rotavirus,1489.16,500000,False
2023-07-13,Central WWTP,24.71,46.67,SARS-CoV-2,3548.24,500000,True
2023-07-13,Central WWTP,24.71,46.67,Influenza A,3025.79,500000,True
2023-07-13,Central WWTP,24.71,46.67,Influenza B,2008.45,500000,True
2023-07-13,Central WWTP,24.71,46.67,Norovirus,1561.13,500000,True
2023-07-13,Central WWTP,24.71,46.67,Rotavirus,1205.24,500000,False
2023-07-14,Central WWTP,24.71,46.67,SARS-CoV-2,4135.73,500000,True
2023-07-14,Central WWTP,24.71,46.67,Influenza A,3125.23,500000,True
2023-07-14,Central WWTP,24.71,46.67,Influenza B,2846.27,500000,True
2023-07-14,Central WWTP,24.71,46.67,Norovirus,1784.03,500000,True
2023-07-14,Central WWTP,24.71,46.67,Rotavirus,1417.77,500000,False
2023-07-15,Central WWTP,24.71,46.67,SARS-CoV-2,5066.62,500000,True
2023-07-15,Central WWTP,24.71,46.67,Influenza A,3861.18,500000,True
2023-07-15,Central WWTP,24.71,46.67,Influenza B,3478.83,500000,True
2023-07-15,Central WWTP,24.71,46.67,Norovirus,2501.94,500000,True
2023-07-15,Central WWTP,24.71,46.67,Rotavirus,1317.73,500000,False
2023-07-16,Central WWTP,24.71,46.67,SARS-CoV-2,6718.96,500000,True
2023-07-16,Central WWTP,24.71,46.67,Influenza A,4720.8,500000,True
2023-07-16,Central WWTP,24.71,46.67,Influenza B,3389.29,500000,True
2023-07-16,Central WWTP,24.71,46.67,Norovirus,2993.71,500000,True
2023-07-16,Central WWTP,24.71,46.67,Rotavirus,1296.22,500000,False
2023-07-17,Central WWTP,24.71,46.67,SARS-CoV-2,6014.95,500000,True
2023-07-17,Central WWTP,24.71,46.67,Influenza A,7059.48,500000,True
2023-07-17,Central WWTP,24.71,46.67,Influenza B,3588.56,500000,True
2023-07-17,Central WWTP,24.71,46.67,Norovirus,3361.58,500000,True
2023-07-17,Central WWTP,24.71,46.67,Rotavirus,1425.32,500000,False
2023-07-18,Central WWTP,24.71,46.67,SARS-CoV-2,8772.53,500000,True
2023-07-18,Central WWTP,24.71,46.67,Influenza A,8466.09,500000,True
2023-07-18,Central WWTP,24.71,46.67,Influenza B,4614.54,500000,True
2023-07-18,Central WWTP,24.71,46.67,Norovirus,3768.46,500000,True
2023-07-18,Central WWTP,24.71,46.67,Rotavirus,1367.73,500000,False
2023-07-19,Central WWTP,24.71,46.67,SARS-CoV-2,11471.14,500000,True
2023-07-19,Central WWTP,24.71,46.67,Influenza A,8632.37,500000,True
2023-07-19,Central WWTP,24.71,46.67,Influenza B,5366.86,500000,True
2023-07-19,Central WWTP,24.71,46.67,Norovirus,3212.34,500000,True
2023-07-19,Central WWTP,24.71,46.67,Rotavirus,1078.95,500000,False
2023-07-20,Central WWTP,24.71,46.67,SARS-CoV-2,13269.32,500000,True
2023-07-20,Central WWTP,24.71,46.67,Influenza A,12354.72,500000,True
2023-07-20,Central WWTP,24.71,46.67,Influenza B,6952.68,500000,True
2023-07-20,Central WWTP,24.71,46.67,Norovirus,4800.35,500000,True
2023-07-20,Central WWTP,24.71,46.67,Rotavirus,1450.62,500000,False
2023-07-21,Central WWTP,24.71,46.67,SARS-CoV-2,9723.98,500000,True
2023-07-21,Central WWTP,24.71,46.67,Influenza A,9399.72,500000,True
2023-07-21,Central WWTP,24.71,46.67,Influenza B,5144.5,500000,True
2023-07-21,Central WWTP,24.71,46.67,Norovirus,3378.77,500000,True
2023-07-21,Central WWTP,24.71,46.67,Rotavirus,1320.5,500000,False
2023-07-22,Central WWTP,24.71,46.67,SARS-CoV-2,7550.41,500000,True
2023-07-22,Central WWTP,24.71,46.67,Influenza A,6614.42,500000,True
2023-07-22,Central WWTP,24.71,46.67,Influenza B,4609.98,500000,True
2023-07-22,Central WWTP,24.71,46.67,Norovirus,4405.09,500000,True
2023-07-22,Central WWTP,24.71,46.67,Rotavirus,1325.0,500000,False
2023-07-23,Central WWTP,24.71,46.67,SARS-CoV-2,7330.24,500000,True
2023-07-23,Central WWTP,24.71,46.67,Influenza A,5495.29,500000,True
2023-07-23,Central WWTP,24.71,46.67,Influenza B,4606.07,500000,True
2023-07-23,Central WWTP,24.71,46.67,Norovirus,3185.09,500000,True
2023-07-23,Central WWTP,24.71,46.67,Rotavirus,1481.27,500000,False
2023-07-24,Central WWTP,24.71,46.67,SARS-CoV-2,5355.21,500000,True
2023-07-24,Central WWTP,24.71,46.67,Influenza A,4985.49,500000,True
2023-07-24,Central WWTP,24.71,46.67,Influenza B,4402.33,500000,True
2023-07-24,Central WWTP,24.71,46.67,Norovirus,2791.39,500000,True
2023-07-24,Central WWTP,24.71,46.67,Rotavirus,1237.2,500000,False
2023-07-25,Central WWTP,24.71,46.67,SARS-CoV-2,5708.62,500000,True
2023-07-25,Central WWTP,24.71,46.67,Influenza A,3683.75,500000,True
2023-07-25,Central WWTP,24.71,46.67,Influenza B,3755.27,500000,True
2023-07-25,Central WWTP,24.71,46.67,Norovirus,2451.17,500000,True
2023-07-25,Central WWTP,24.71,46.67,Rotavirus,1273.19,500000,False
2023-07-26,Central WWTP,24.71,46.67,SARS-CoV-2,3532.9,500000,True
2023-07-26,Central WWTP,24.71,46.67,Influenza A,3529.96,500000,True
2023-07-26,Central WWTP,24.71,46.67,Influenza B,2715.95,500000,True
2023-07-26,Central WWTP,24.71,46.67,Norovirus,1568.52,500000,True
2023-07-26,Central WWTP,24.71,46.67,Rotavirus,1270.71,500000,False
2023-07-27,Central WWTP,24.71,46.67,SARS-CoV-2,4240.0,500000,True
2023-07-27,Central WWTP,24.71,46.67,Influenza A,3168.82,500000,True
2023-07-27,Central WWTP,24.71,46.67,Influenza B,2250.58,500000,True
2023-07-27,Central WWTP,24.71,46.67,Norovirus,1998.48,500000,True
2023-07-27,Central WWTP,24.71,46.67,Rotavirus,1379.72,500000,False
2023-07-28,Central WWTP,24.71,46.67,SARS-CoV-2,2426.17,500000,False
2023-07-28,Central WWTP,24.71,46.67,Influenza A,2147.68,500000,False
2023-07-28,Central WWTP,24.71,46.67,Influenza B,2023.35,500000,True
2023-07-28,Central WWTP,24.71,46.67,Norovirus,1608.91,500000,True
2023-07-28,Central WWTP,24.71,46.67,Rotavirus,1421.46,500000,False
2023-07-29,Central WWTP,24.71,46.67,SARS-CoV-2,2259.85,500000,False
2023-07-29,Central WWTP,24.71,46.67,Influenza A,2144.85,500000,False
2023-07-29,Central WWTP,24.71,46.67,Influenza B,1771.25,500000,True
2023-07-29,Central WWTP,24.71,46.67,Norovirus,1057.77,500000,True
2023-07-29,Central WWTP,24.71,46.67,Rotavirus,1383.04,500000,False
2023-07-30,Central WWTP,24.71,46.67,SARS-CoV-2,2987.9,500000,False
2023-07-30,Central WWTP,24.71,46.67,Influenza A,2235.25,500000,False
2023-07-30,Central WWTP,24.71,46.67,Influenza B,1235.0,500000,True
2023-07-30,Central WWTP,24.71,46.67,Norovirus,1217.21,500000,True
2023-07-30,Central WWTP,24.71,46.67,Rotavirus,1295.86,500000,False
2023-07-31,Central WWTP,24.71,46.67,SARS-CoV-2,2836.91,500000,False
2023-07-31,Central WWTP,24.71,46.67,Influenza A,2017.8,500000,False
2023-07-31,Central WWTP,24.71,46.67,Influenza B,1955.38,500000,False
2023-07-31,Central WWTP,24.71,46.67,Norovirus,1563.05,500000,False
2023-07-31,Central WWTP,24.71,46.67,Rotavirus,1214.36,500000,False
2023-08-01,Central WWTP,24.71,46.67,SARS-CoV-2,2375.87,500000,False
2023-08-01,Central WWTP,24.71,46.67,Influenza A,2200.52,500000,False
2023-08-01,Central WWTP,24.71,46.67,Influenza B,2098.3,500000,False
2023-08-01,Central WWTP,24.71,46.67,Norovirus,1568.68,500000,False
2023-08-01,Central WWTP,24.71,46.67,Rotavirus,1356.85,500000,False
2023-08-02,Central WWTP,24.71,46.67,SARS-CoV-2,3088.84,500000,False
2023-08-02,Central WWTP,24.71,46.67,Influenza A,2325.13,500000,False
2023-08-02,Central WWTP,24.71,46.67,Influenza B,2834.45,500000,False
2023-08-02,Central WWTP,24.71,46.67,Norovirus,1447.44,500000,False
2023-08-02,Central WWTP,24.71,46.67,Rotavirus,1147.46,500000,False
2023-08-03,Central WWTP,24.71,46.67,SARS-CoV-2,2642.77,500000,False
2023-08-03,Central WWTP,24.71,46.67,Influenza A,1857.73,500000,False
2023-08-03,Central WWTP,24.71,46.67,Influenza B,2107.66,500000,False
2023-08-03,Central WWTP,24.71,46.67,Norovirus,1512.45,500000,False
2023-08-03,Central WWTP,24.71,46.67,Rotavirus,1083.21,500000,False
2023-08-04,Central WWTP,24.71,46.67,SARS-CoV-2,2261.75,500000,False
2023-08-04,Central WWTP,24.71,46.67,Influenza A,2638.73,500000,False
2023-08-04,Central WWTP,24.71,46.67,Influenza B,1988.13,500000,False
2023-08-04,Central WWTP,24.71,46.67,Norovirus,1590.2,500000,False
2023-08-04,Central WWTP,24.71,46.67,Rotavirus,1365.44,500000,False
2023-08-05,Central WWTP,24.71,46.67,SARS-CoV-2,2534.93,500000,False
2023-08-05,Central WWTP,24.71,46.67,Influenza A,1759.45,500000,False
2023-08-05,Central WWTP,24.71,46.67,Influenza B,2290.06,500000,False
2023-08-05,Central WWTP,24.71,46.67,Norovirus,1781.1,500000,False
2023-08-05,Central WWTP,24.71,46.67,Rotavirus,1155.48,500000,False
2023-08-06,Central WWTP,24.71,46.67,SARS-CoV-2,2535.9,500000,False
2023-08-06,Central WWTP,24.71,46.67,Influenza A,1992.09,500000,False
2023-08-06,Central WWTP,24.71,46.67,Influenza B,1901.43,500000,False
2023-08-06,Central WWTP,24.71,46.67,Norovirus,1284.72,500000,False
2023-08-06,Central WWTP,24.71,46.67,Rotavirus,1322.27,500000,False
2023-08-07,Central WWTP,24.71,46.67,SARS-CoV-2,2419.04,500000,False
2023-08-07,Central WWTP,24.71,46.67,Influenza A,2162.9,500000,False
2023-08-07,Central WWTP,24.71,46.67,Influenza B,2156.66,500000,False
2023-08-07,Central WWTP,24.71,46.67,Norovirus,1379.7,500000,False
2023-08-07,Central WWTP,24.71,46.67,Rotavirus,1219.86,500000,False
2023-08-08,Central WWTP,24.71,46.67,SARS-CoV-2,2830.47,500000,False
2023-08-08,Central WWTP,24.71,46.67,Influenza A,2335.86,500000,False
2023-08-08,Central WWTP,24.71,46.67,Influenza B,1940.07,500000,False
2023-08-08,Central WWTP,24.71,46.67,Norovirus,1511.81,500000,False
2023-08-08,Central WWTP,24.71,46.67,Rotavirus,1324.99,500000,False
2023-08-09,Central WWTP,24.71,46.67,SARS-CoV-2,2583.26,500000,False
2023-08-09,Central WWTP,24.71,46.67,Influenza A,2019.49,500000,False
2023-08-09,Central WWTP,24.71,46.67,Influenza B,2184.63,500000,False
2023-08-09,Central WWTP,24.71,46.67,Norovirus,1503.75,500000,False
2023-08-09,Central WWTP,24.71,46.67,Rotavirus,1069.98,500000,False
2023-08-10,Central WWTP,24.71,46.67,SARS-CoV-2,2412.43,500000,False
2023-08-10,Central WWTP,24.71,46.67,Influenza A,2024.94,500000,False
2023-08-10,Central WWTP,24.71,46.67,Influenza B,2021.79,500000,False
2023-08-10,Central WWTP,24.71,46.67,Norovirus,1342.17,500000,False
2023-08-10,Central WWTP,24.71,46.67,Rotavirus,1500.73,500000,False
2023-08-11,Central WWTP,24.71,46.67,SARS-CoV-2,2361.29,500000,False
2023-08-11,Central WWTP,24.71,46.67,Influenza A,1854.93,500000,False
2023-08-11,Central WWTP,24.71,46.67,Influenza B,1979.96,500000,False
2023-08-11,Central WWTP,24.71,46.67,Norovirus,1542.78,500000,False
2023-08-11,Central WWTP,24.71,46.67,Rotavirus,1284.05,500000,False
2023-08-12,Central WWTP,24.71,46.67,SARS-CoV-2,2681.29,500000,False
2023-08-12,Central WWTP,24.71,46.67,Influenza A,2588.18,500000,False
2023-08-12,Central WWTP,24.71,46.67,Influenza B,2286.64,500000,False
2023-08-12,Central WWTP,24.71,46.67,Norovirus,1264.82,500000,False
2023-08-12,Central WWTP,24.71,46.67,Rotavirus,1343.02,500000,False
2023-08-13,Central WWTP,24.71,46.67,SARS-CoV-2,1837.46,500000,False
2023-08-13,Central WWTP,24.71,46.67,Influenza A,1989.27,500000,False
2023-08-13,Central WWTP,24.71,46.67,Influenza B,2076.17,500000,False
2023-08-13,Central WWTP,24.71,46.67,Norovirus,1380.22,500000,False
2023-08-13,Central WWTP,24.71,46.67,Rotavirus,1193.68,500000,False
2023-08-14,Central WWTP,24.71,46.67,SARS-CoV-2,2547.08,500000,False
2023-08-14,Central WWTP,24.71,46.67,Influenza A,2278.28,500000,False
2023-08-14,Central WWTP,24.71,46.67,Influenza B,2451.07,500000,False
2023-08-14,Central WWTP,24.71,46.67,Norovirus,1388.24,500000,False
2023-08-14,Central WWTP,24.71,46.67,Rotavirus,1170.07,500000,False
2023-08-15,Central WWTP,24.71,46.67,SARS-CoV-2,2273.08,500000,False
2023-08-15,Central WWTP,24.71,46.67,Influenza A,2204.12,500000,False
2023-08-15,Central WWTP,24.71,46.67,Influenza B,1756.92,500000,False
2023-08-15,Central WWTP,24.71,46.67,Norovirus,2024.95,500000,False
2023-08-15,Central WWTP,24.71,46.67,Rotavirus,1396.5,500000,False
2023-08-16,Central WWTP,24.71,46.67,SARS-CoV-2,2597.78,500000,False
2023-08-16,Central WWTP,24.71,46.67,Influenza A,1771.0,500000,False
2023-08-16,Central WWTP,24.71,46.67,Influenza B,1446.59,500000,False
2023-08-16,Central WWTP,24.71,46.67,Norovirus,1620.85,500000,False
2023-08-16,Central WWTP,24.71,46.67,Rotavirus,1511.31,500000,False
2023-08-17,Central WWTP,24.71,46.67,SARS-CoV-2,2264.44,500000,False
2023-08-17,Central WWTP,24.71,46.67,Influenza A,1952.81,500000,False
2023-08-17,Central WWTP,24.71,46.67,Influenza B,2322.36,500000,False
2023-08-17,Central WWTP,24.71,46.67,Norovirus,1787.38,500000,False
2023-08-17,Central WWTP,24.71,46.67,Rotavirus,1253.82,500000,False
2023-08-18,Central WWTP,24.71,46.67,SARS-CoV-2,2131.7,500000,False
2023-08-18,Central WWTP,24.71,46.67,Influenza A,1976.25,500000,False
2023-08-18,Central WWTP,24.71,46.67,Influenza B,1840.55,500000,False
2023-08-18,Central WWTP,24.71,46.67,Norovirus,1663.38,500000,False
2023-08-18,Central WWTP,24.71,46.67,Rotavirus,1518.8,500000,False
2023-08-19,Central WWTP,24.71,46.67,SARS-CoV-2,2630.36,500000,False
2023-08-19,Central WWTP,24.71,46.67,Influenza A,1862.2,500000,False
2023-08-19,Central WWTP,24.71,46.67,Influenza B,1854.68,500000,False
2023-08-19,Central WWTP,24.71,46.67,Norovirus,1275.19,500000,False
2023-08-19,Central WWTP,24.71,46.67,Rotavirus,912.56,500000,False
2023-08-20,Central WWTP,24.71,46.67,SARS-CoV-2,2343.0,500000,False
2023-08-20,Central WWTP,24.71,46.67,Influenza A,1945.65,500000,False
2023-08-20,Central WWTP,24.71,46.67,Influenza B,2052.59,500000,False
2023-08-20,Central WWTP,24.71,46.67,Norovirus,1708.98,500000,False
2023-08-20,Central WWTP,24.71,46.67,Rotavirus,1236.42,500000,False
2023-08-21,Central WWTP,24.71,46.67,SARS-CoV-2,2206.41,500000,False
2023-08-21,Central WWTP,24.71,46.67,Influenza A,1936.05,500000,False
2023-08-21,Central WWTP,24.71,46.67,Influenza B,2254.45,500000,False
2023-08-21,Central WWTP,24.71,46.67,Norovirus,1600.12,500000,False
2023-08-21,Central WWTP,24.71,46.67,Rotavirus,1166.32,500000,False
2023-08-22,Central WWTP,24.71,46.67,SARS-CoV-2,2515.6,500000,False
2023-08-22,Central WWTP,24.71,46.67,Influenza A,1962.91,500000,False
2023-08-22,Central WWTP,24.71,46.67,Influenza B,1981.3,500000,False
2023-08-22,Central WWTP,24.71,46.67,Norovirus,1790.35,500000,False
2023-08-22,Central WWTP,24.71,46.67,Rotavirus,1012.75,500000,False
2023-08-23,Central WWTP,24.71,46.67,SARS-CoV-2,2348.91,500000,False
2023-08-23,Central WWTP,24.71,46.67,Influenza A,2037.81,500000,False
2023-08-23,Central WWTP,24.71,46.67,Influenza B,2186.18,500000,False
2023-08-23,Central WWTP,24.71,46.67,Norovirus,1248.97,500000,False
2023-08-23,Central WWTP,24.71,46.67,Rotavirus,1294.52,500000,False
2023-08-24,Central WWTP,24.71,46.67,SARS-CoV-2,2715.79,500000,False
2023-08-24,Central WWTP,24.71,46.67,Influenza A,1947.68,500000,False
2023-08-24,Central WWTP,24.71,46.67,Influenza B,2110.68,500000,False
2023-08-24,Central WWTP,24.71,46.67,Norovirus,1250.73,500000,False
2023-08-24,Central WWTP,24.71,46.67,Rotavirus,1002.52,500000,False
2023-08-25,Central WWTP,24.71,46.67,SARS-CoV-2,2472.79,500000,False
2023-08-25,Central WWTP,24.71,46.67,Influenza A,2407.53,500000,False
2023-08-25,Central WWTP,24.71,46.67,Influenza B,2261.66,500000,False
2023-08-25,Central WWTP,24.71,46.67,Norovirus,1379.86,500000,False
2023-08-25,Central WWTP,24.71,46.67,Rotavirus,1154.16,500000,False
2023-08-26,Central WWTP,24.71,46.67,SARS-CoV-2,2229.04,500000,False
2023-08-26,Central WWTP,24.71,46.67,Influenza A,1830.29,500000,False
2023-08-26,Central WWTP,24.71,46.67,Influenza B,1819.21,500000,False
2023-08-26,Central WWTP,24.71,46.67,Norovirus,1628.01,500000,False
2023-08-26,Central WWTP,24.71,46.67,Rotavirus,1448.65,500000,False
2023-08-27,Central WWTP,24.71,46.67,SARS-CoV-2,2316.91,500000,False
2023-08-27,Central WWTP,24.71,46.67,Influenza A,2413.75,500000,False
2023-08-27,Central WWTP,24.71,46.67,Influenza B,2006.47,500000,False
2023-08-27,Central WWTP,24.71,46.67,Norovirus,1479.01,500000,False
2023-08-27,Central WWTP,24.71,46.67,Rotavirus,1157.54,500000,False
2023-08-28,Central WWTP,24.71,46.67,SARS-CoV-2,2563.0,500000,False
2023-08-28,Central WWTP,24.71,46.67,Influenza A,1825.19,500000,False
2023-08-28,Central WWTP,24.71,46.67,Influenza B,1837.76,500000,False
2023-08-28,Central WWTP,24.71,46.67,Norovirus,1652.92,500000,False
2023-08-28,Central WWTP,24.71,46.67,Rotavirus,1473.61,500000,False
2023-08-29,Central WWTP,24.71,46.67,SARS-CoV-2,2808.63,500000,False
2023-08-29,Central WWTP,24.71,46.67,Influenza A,2094.88,500000,False
2023-08-29,Central WWTP,24.71,46.67,Influenza B,2165.82,500000,False
2023-08-29,Central WWTP,24.71,46.67,Norovirus,1407.19,500000,False
2023-08-29,Central WWTP,24.71,46.67,Rotavirus,1293.31,500000,False
2023-08-30,Central WWTP,24.71,46.67,SARS-CoV-2,2699.14,500000,False
2023-08-30,Central WWTP,24.71,46.67,Influenza A,2108.18,500000,False
2023-08-30,Central WWTP,24.71,46.67,Influenza B,2016.95,500000,False
2023-08-30,Central WWTP,24.71,46.67,Norovirus,1504.2,500000,False
2023-08-30,Central WWTP,24.71,46.67,Rotavirus,1111.52,500000,False
2023-08-31,Central WWTP,24.71,46.67,SARS-CoV-2,2249.03,500000,False
2023-08-31,Central WWTP,24.71,46.67,Influenza A,1980.65,500000,False
2023-08-31,Central WWTP,24.71,46.67,Influenza B,1863.94,500000,False
2023-08-31,Central WWTP,24.71,46.67,Norovirus,1685.25,500000,False
2023-08-31,Central WWTP,24.71,46.67,Rotavirus,1228.26,500000,False
2023-09-01,Central WWTP,24.71,46.67,SARS-CoV-2,2735.7,500000,False
2023-09-01,Central WWTP,24.71,46.67,Influenza A,2040.14,500000,False
2023-09-01,Central WWTP,24.71,46.67,Influenza B,2102.27,500000,False
2023-09-01,Central WWTP,24.71,46.67,Norovirus,1622.85,500000,False
2023-09-01,Central WWTP,24.71,46.67,Rotavirus,1263.74,500000,False
2023-09-02,Central WWTP,24.71,46.67,SARS-CoV-2,2747.55,500000,False
2023-09-02,Central WWTP,24.71,46.67,Influenza A,2195.66,500000,False
2023-09-02,Central WWTP,24.71,46.67,Influenza B,1915.3,500000,False
2023-09-02,Central WWTP,24.71,46.67,Norovirus,1694.95,500000,False
2023-09-02,Central WWTP,24.71,46.67,Rotavirus,1201.65,500000,False
2023-09-03,Central WWTP,24.71,46.67,SARS-CoV-2,2478.09,500000,False
2023-09-03,Central WWTP,24.71,46.67,Influenza A,2008.78,500000,False
2023-09-03,Central WWTP,24.71,46.67,Influenza B,1893.43,500000,False
2023-09-03,Central WWTP,24.71,46.67,Norovirus,1473.83,500000,False
2023-09-03,Central WWTP,24.71,46.67,Rotavirus,1341.56,500000,False
2023-09-04,Central WWTP,24.71,46.67,SARS-CoV-2,2368.44,500000,False
2023-09-04,Central WWTP,24.71,46.67,Influenza A,2004.85,500000,False
2023-09-04,Central WWTP,24.71,46.67,Influenza B,2175.85,500000,False
2023-09-04,Central WWTP,24.71,46.67,Norovirus,1677.63,500000,False
2023-09-04,Central WWTP,24.71,46.67,Rotavirus,1347.78,500000,False
2023-09-05,Central WWTP,24.71,46.67,SARS-CoV-2,2378.48,500000,False
2023-09-05,Central WWTP,24.71,46.67,Influenza A,2253.46,500000,False
2023-09-05,Central WWTP,24.71,46.67,Influenza B,1994.23,500000,False
2023-09-05,Central WWTP,24.71,46.67,Norovirus,1371.92,500000,False
2023-09-05,Central WWTP,24.71,46.67,Rotavirus,1258.22,500000,False
2023-09-06,Central WWTP,24.71,46.67,SARS-CoV-2,2457.28,500000,False
2023-09-06,Central WWTP,24.71,46.67,Influenza A,1948.36,500000,False
2023-09-06,Central WWTP,24.71,46.67,Influenza B,2222.75,500000,False
2023-09-06,Central WWTP,24.71,46.67,Norovirus,1273.09,500000,False
2023-09-06,Central WWTP,24.71,46.67,Rotavirus,1435.34,500000,False
2023-09-07,Central WWTP,24.71,46.67,SARS-CoV-2,2498.96,500000,False
2023-09-07,Central WWTP,24.71,46.67,Influenza A,2192.31,500000,False
2023-09-07,Central WWTP,24.71,46.67,Influenza B,2208.96,500000,False
2023-09-07,Central WWTP,24.71,46.67,Norovirus,1594.85,500000,False
2023-09-07,Central WWTP,24.71,46.67,Rotavirus,1225.5,500000,False
2023-09-08,Central WWTP,24.71,46.67,SARS-CoV-2,2348.99,500000,False
2023-09-08,Central WWTP,24.71,46.67,Influenza A,2038.89,500000,False
2023-09-08,Central WWTP,24.71,46.67,Influenza B,1820.66,500000,False
2023-09-08,Central WWTP,24.71,46.67,Norovirus,1613.31,500000,False
2023-09-08,Central WWTP,24.71,46.67,Rotavirus,1355.77,500000,False
2023-09-09,Central WWTP,24.71,46.67,SARS-CoV-2,2526.96,500000,False
2023-09-09,Central WWTP,24.71,46.67,Influenza A,1922.71,500000,False
2023-09-09,Central WWTP,24.71,46.67,Influenza B,1829.32,500000,False
2023-09-09,Central WWTP,24.71,46.67,Norovirus,1414.79,500000,False
2023-09-09,Central WWTP,24.71,46.67,Rotavirus,1406.89,500000,False
2023-09-10,Central WWTP,24.71,46.67,SARS-CoV-2,2364.78,500000,False
2023-09-10,Central WWTP,24.71,46.67,Influenza A,1944.74,500000,False
